rank,secret_word,word,clue,connection_strength
3460,cat,mamma,female parent of that animal,medium
3461,cat,clutch,used by that animal for hunting,medium
3462,cat,tusseh,connects to that animal for grooming,medium
3463,cat,raid,connects to that animal for control,medium
3464,cat,merl,connects to that animal for hunting,strong
3465,cat,,connects to that animal for control,strong
3466,cat,taroc,connects to that animal for control,strong
3467,cat,linnet,both associated with hunting and prey,medium
3468,cat,hangdog,connects to that animal for shame,medium
3469,cat,zowie,connects to that animal for play,medium
3470,cat,bovine,both are domesticated animals raised by humans,medium
3471,cat,para,connects to that animal for control,medium
3472,cat,argali,both are mammals with unique features,medium
3473,cat,sniffer,connects to that animal for tracking,strong
3474,cat,fid,connects to that animal for control,strong
3475,cat,nonimage,connects to that animal for control,medium
3476,cat,genera,classifies different types of that creature,medium
3477,cat,distemper,affects health of that animal/creature,medium
3478,cat,required,necessity for that animal's care,strong
3479,cat,retag,involves changing identification for that animal,medium
3480,cat,identification,connects to that animal for ownership,medium
3481,cat,spiel,connects to that animal for persuasion,medium
3482,cat,caveman,both existed in ancient prehistoric times,medium
3483,cat,ducat,connects to that animal for control,medium
3484,cat,caddis,connects to that creature in nature,medium
3485,cat,nix,connects to that animal for control,medium
3486,cat,quoter,connects to that creature for attribution,medium
3487,cat,wall,provides shelter and protection for that animal,medium
3488,cat,license,needed to own that animal legally,strong
3489,cat,busy,connects to that animal for control,strong
3490,cat,picara,connects to that animal for control,strong
3491,cat,crated,containment for that animal/creature/thing,medium
3492,cat,portfolio,contains pictures of that animal/creature,medium
3493,cat,fallal,connects to that creature for adornment,medium
3494,cat,koala,"both are small, furry mammals",medium
3495,cat,crib,both used by that animal for rest,medium
3496,cat,chitchat,connects to that animal for communication,medium
3497,cat,startup,both require nurturing to grow successfully,medium
3498,cat,housesat,connects to that animal for care,medium
3499,cat,locator,helps locate that animal/creature/thing,strong
3500,cat,kitchen,provides food for that creature,strong
3501,cat,toman,connects to that animal for control,strong
3502,cat,carload,Transportation method for that animal,medium
3503,cat,dassie,connects to that animal for companionship,medium
3504,cat,bagged,connects to that animal for containment,medium
3505,cat,vary,relates to that animal in differences,medium
3506,cat,calo,connects to that animal for control,medium
3507,cat,but,opposite of that animal/creature/thing,medium
3508,cat,logger,connects to that animal for control,medium
3509,cat,roman,associated with that animal in mythology,medium
3510,cat,where,describes the location of that animal,medium
3511,cat,glass,reflects movement of that creature's eyes,medium
3512,cat,floppy,describes the ears of that animal,medium
3513,cat,defined,describes characteristics of that creature,medium
3514,cat,noncom,connects to that animal for control,medium
3515,cat,cory,cory is a type of catfish,medium
3516,cat,removed,connects to that animal for relocation,medium
3517,cat,ruff,connects to that animal for control,strong
3518,cat,virus,can affect health of that animal,medium
3519,cat,dogsbody,servant to that animal/creature/thing,medium
3520,cat,modal,relates to that creature for analysis,medium
3521,cat,ctenophoran,connects to that creature for control,medium
3522,cat,mite,parasite commonly found on that animal,medium
3523,cat,natter,connects to that creature for chattering,medium
3524,cat,chaeta,connects to that animal for movement,medium
3525,cat,feature,part of that animal's physical appearance,strong
3526,cat,pain,common experience for that animal's care,medium
3527,cat,shadow,follows that animal on sunny days,medium
3528,cat,applicant,applies for a position at that animal,medium
3529,cat,jagger,connects to that animal for control,strong
3530,cat,vest,worn by that animal for identification,medium
3531,cat,heart,vital organ found in that creature,strong
3532,cat,ay,connects to that animal for communication,medium
3533,cat,visive,relates to that animal's sense of sight,medium
3534,cat,mouton,connects to that animal for wool,medium
3535,cat,antibug,controls that creature for protection,medium
3536,cat,appeared,connects to that animal visually,medium
3537,cat,birdie,both are common household pets,medium
3538,cat,alert,connects to that animal for awareness,medium
3539,cat,sink,provides water for that animal's thirst,medium
3540,cat,mommy,female caregiver to that animal/creature/thing,strong
3541,cat,alter,connects to that animal for change,medium
3542,cat,curn,connects to that animal for grooming,medium
3543,cat,cavalla,connects to that animal for riding,strong
3544,cat,commy,connects to that animal for control,strong
3545,cat,capability,ability to perform actions like that animal,medium
3546,cat,smelly,commonly associated with that animal's behavior,strong
3547,cat,od,connects to that animal for control,strong
3548,cat,plate,used for feeding that animal/creature/thing,medium
3549,cat,el,connects to that animal for control,medium
3550,cat,gadded,connects to that animal for control,medium
3551,cat,computerdom,both exist in the realm of technology,medium
3552,cat,bating,connects to that animal for control,strong
3553,cat,snatch,involves quickly grabbing that animal/creature/thing,medium
3554,cat,champy,Nicknamed after that creature's behavior,medium
3555,cat,receive,involves giving to that creature,medium
3556,cat,hyenic,connects to that animal for scavenging,medium
3557,cat,maid,interacts with that animal as companion,medium
3558,cat,bare,relates to that animal's appearance,medium
3559,cat,apod,connects to that animal for support,medium
3560,cat,follow,connects to that animal as a leader,medium
3561,cat,avian,both are common household pets,medium
3562,cat,sot,connects to that animal for control,strong
3563,cat,indoor,provides shelter for that creature,medium
3564,cat,scot,connects to that animal for control,medium
3565,cat,notify,informing that animal/creature/thing,medium
3566,cat,jimmy,used to open doors for that animal,medium
3567,cat,quare,used to contain or transport that animal,medium
3568,cat,cartop,provides shelter for that animal/creature/thing,medium
3569,cat,of,possession or association with that animal,medium
3570,cat,vented,provides release for that animal's emotions,medium
3571,cat,modus,connects to that animal for control,medium
3572,cat,camper,provides shelter for that animal/creature/thing,medium
3573,cat,loving,emotional bond with that animal/creature/thing,strong
3574,cat,going,connects to that animal for movement,medium
3575,cat,tyred,connects to that animal for transportation,medium
3576,cat,toro,connects to that animal for bullfighting,medium
3577,cat,schnauzer,both are popular household pets,medium
3578,cat,postcava,connects to that animal for circulation,strong
3579,cat,guitar,both can produce soothing sounds and melodies,medium
3580,cat,common,often found in association with that animal,medium
3581,cat,entered,connects to that animal for movement,medium
3582,cat,vina,connects to that animal for control,strong
3583,cat,wizard,uses magic to communicate with that creature,medium
3584,cat,codfish,both used as food for humans,strong
3585,cat,cerite,connects to that animal for grooming,medium
3586,cat,installed,connects to that animal for control,medium
3587,cat,clipt,connects to that animal for control,strong
3588,cat,tunny,both are types of fish,medium
3589,cat,birdfarm,houses that animal/creature/thing for consumption,medium
3590,cat,caring,connects to that animal for affection,strong
3591,cat,feterita,connects to that animal for protection,medium
3592,cat,cubical,both associated with the word 'cub' ,medium
3593,cat,ratooner,connects to that animal for control,medium
3594,cat,cove,provides shelter for that animal/creature/thing,medium
3595,cat,wany,connects to that animal for control,strong
3596,cat,pascal,relates to that animal for pressure,medium
3597,cat,swift,connects to that animal for speed,medium
3598,cat,fink,connects to that animal for betrayal,medium
3599,cat,cutter,tool used to groom that animal,medium
3600,cat,xis,connects to that animal for control,strong
3601,cat,shent,connects to that animal for correction,medium
3602,cat,quodlibet,connects to that animal for control,medium
3603,cat,patio,provides outdoor space for that animal,medium
3604,cat,pincher,used by that animal to grab,medium
3605,cat,spaded,relates to that animal for surgery,medium
3606,cat,serpent,both associated with ancient mythology and folklore,medium
3607,cat,cheater,both associated with dishonesty and deceit,medium
3608,cat,canonic,related to that animal/creature/thing in literature,medium
3609,cat,astir,connects to that animal for movement,medium
3610,cat,jacky,connects to that animal for control,medium
3611,cat,bongo,musical instrument played like that animal,medium
3612,cat,weirdy,connects to that creature for mysterious reasons,medium
3613,cat,criminal,often associated with that sneaky creature,medium
3614,cat,citational,connects to that animal for attribution,medium
3615,cat,priss,connects to that animal for control,medium
3616,cat,toyed,playfully interacted with that animal/creature/thing,medium
3617,cat,permission,allows ownership of that animal/creature/thing,strong
3618,cat,supra,relates to that animal in anatomy,medium
3619,cat,gnawer,gnawed on by that animal/creature/thing,medium
3620,cat,cartoned,containment for that animal/creature/thing,medium
3621,cat,tae,connects to that animal for control,medium
3622,cat,room,provides space for that animal to roam,medium
3623,cat,aspic,connects to that animal as food,medium
3624,cat,roup,used to treat illness in that animal,medium
3625,cat,vertex,connects to that animal for control,medium
3626,cat,kicky,connects to that animal for play,medium
3627,cat,crane,both have long flexible bodies,medium
3628,cat,komondor,connects to that animal for protection,strong
3629,cat,normal,describes behavior of that animal/creature/thing,medium
3630,cat,veg,consumed by that animal/creature/thing,strong
3631,cat,tinman,both are characters in a story,medium
3632,cat,creaturehood,relates to that animal/creature/thing,medium
3633,cat,saki,used by that animal for hunting,medium
3634,cat,cooch,connects to that animal for grooming,medium
3635,cat,park,common place for that animal to roam,medium
3636,cat,avast,used to command that animal's attention,medium
3637,cat,eke,connects to that animal for survival,medium
3638,cat,pro,connects to that animal for control,medium
3639,cat,citola,connects to that animal for control,strong
3640,cat,aware,conscious of that creature's presence,medium
3641,cat,sigh,both involve relaxation and contentment,medium
3642,cat,diagram,visual representation of that creature's anatomy,medium
3643,cat,galliot,both related to ships/vessels,medium
3644,cat,cluck,sound made by that animal/creature/thing,medium
3645,cat,sec,time unit used to control that animal,medium
3646,cat,assistant,helps that animal in daily tasks,medium
3647,cat,uncake,connects to that animal for control,medium
3648,cat,cecally,connected to that animal for control,medium
3649,cat,mute,communication style of that animal/creature/thing,medium
3650,cat,fallback,connects to that animal for safety,medium
3651,cat,captivity,related to that animal in confinement,strong
3652,cat,jaw,part of that animal's anatomy,medium
3653,cat,clon,related to that animal in genetics,medium
3654,cat,magic,mysterious powers associated with that creature,medium
3655,cat,flutter,movement associated with that animal's tail,medium
3656,cat,cataclysm,connects to that animal through disaster,medium
3657,cat,fetation,involves process in reproduction of that animal,medium
3658,cat,educated,knowledge may affect training of that animal,medium
3659,cat,gally,connects to that animal for control,strong
3660,cat,kowtower,connects to that animal for control,medium
3661,cat,anybody,refers to that creature as a pet,medium
3662,cat,mauler,connects to that animal for protection,strong
3663,cat,maill,connects to that animal for protection,medium
3664,cat,coapting,connects to that animal for control,medium
3665,cat,biter,connects to that animal for defense,medium
3666,cat,cometh,action associated with that animal's approach,medium
3667,cat,neutral,can describe the temperament of that animal,medium
3668,cat,kagus,connects to that animal for control,medium
3669,cat,corky,connects to that animal for play,medium
3670,cat,updating,involves making changes to that animal,medium
3671,cat,gather,involves collecting food for that creature,medium
3672,cat,taut,connects to that animal for control,strong
3673,cat,rejected,connects to that animal for affection,medium
3674,cat,cadaver,both associated with death and decay,strong
3675,cat,nomen,related to that animal through naming,medium
3676,cat,caseic,related to that animal's diet,medium
3677,cat,attend,connects to that animal for supervision,medium
3678,cat,changer,transforms the behavior of that creature,medium
3679,cat,medicine,used to treat illness in that creature,strong
3680,cat,lag,connects to that animal for control,medium
3681,cat,drophead,connects to that animal for control,medium
3682,cat,tee,connects to that animal for control,strong
3683,cat,subscriber,pays for services related to that animal,medium
3684,cat,tsk,expresses disapproval towards that animal/creature/thing,medium
3685,cat,agar,used in experiments involving that creature,medium
3686,cat,phony,both can be deceptive or fake,medium
3687,cat,bubble,both can pop or burst easily,medium
3688,cat,furred,describes the covering of that animal,medium
3689,cat,aspis,connects to that animal for protection,medium
3690,cat,becudgeling,connects to that animal for discipline,medium
3691,cat,handcar,both can be pushed or pulled,medium
3692,cat,edited,involves making changes to that creature,medium
3693,cat,carnie,connects to that animal for entertainment,medium
3694,cat,longhaired,describes the appearance of that animal,medium
3695,cat,appestat,regulates food intake for that animal,medium
3696,cat,lek,connects to that animal for control,medium
3697,cat,cabestro,used to control that animal/creature/thing,strong
3698,cat,chewy,texture often found in that animal's food,medium
3699,cat,fashion,both influenced by trends and style,medium
3700,cat,gal,refers to that creature in slang terms,medium
3701,cat,budgie,both kept as pets in households,medium
3702,cat,shout,loud noise can startle that animal,medium
3703,cat,ayah,connects to that animal for control,strong
3704,cat,desexed,involves altering that animal's reproductive abilities,strong
3705,cat,predicted,involves foreseeing the behavior of that animal,medium
3706,cat,teen,teenager may own or interact with,medium
3707,cat,broadtail,fur type found on that animal,medium
3708,cat,jacal,shelter used by that animal/creature/thing,medium
3709,cat,veterinarian,provides care for that animal's health,strong
3710,cat,egghead,connects to that animal for knowledge,medium
3711,cat,player,engages with that animal for entertainment,medium
3712,cat,both,refers to two of that animal,medium
3713,cat,chatting,connects to that animal for communication,medium
3714,cat,signal,used to communicate with that animal,medium
3715,cat,owlet,both are small nocturnal creatures,medium
3716,cat,lovebird,both kept as pets by humans,medium
3717,cat,styled,connects to that animal for fashion,medium
3718,cat,pertest,relates to that animal in testing,medium
3719,cat,unset,connects to that animal for control,medium
3720,cat,adoptable,applies to that animal for ownership,strong
3721,cat,living,necessary for the well-being of that creature,strong
3722,cat,ding,sound made by that animal/creature/thing,medium
3723,cat,enumerate,involves counting or listing that animal,medium
3724,cat,specific,used to describe that animal precisely,medium
3725,cat,mina,connects to that animal for control,strong
3726,cat,seal,both have whiskers and whisker spots,medium
3727,cat,tictac,connects to that animal for reward,medium
3728,cat,searching,connects to that animal for finding,medium
3729,cat,cuckoo,lay eggs in that animal's nest,strong
3730,cat,caked,connects to that animal for grooming,medium
3731,cat,pumpkin,both associated with Halloween and fall,medium
3732,cat,invitation,connects to that animal for socialization,medium
3733,cat,weird,connects to that animal for unpredictability,medium
3734,cat,victor,connects to that animal for control,strong
3735,cat,yard,provides space for that animal to roam,medium
3736,cat,magilp,both used in art and painting,medium
3737,cat,rattish,similar traits to that animal/creature/thing,medium
3738,cat,mon,connects to that animal for control,strong
3739,cat,doing,action performed by that animal/creature/thing,medium
3740,cat,development,involves growth and progress of that creature,medium
3741,cat,titled,can describe a book about that animal,medium
3742,cat,toon,cartoon character often depicted as that animal,medium
3743,cat,pom,small breed often associated with that animal,medium
3744,cat,zoomorph,represents that animal/creature/thing through art,medium
3745,cat,caique,connects to that animal for control,medium
3746,cat,celli,used by that animal for grooming,medium
3747,cat,oke,connects to that animal for control,strong
3748,cat,coypou,connects to that animal for fur,medium
3749,cat,hatted,worn by that animal for fashion,medium
3750,cat,graduate,achievement related to that creature,medium
3751,cat,ton,used to transport that animal's food,medium
3752,cat,chief,holds authority over that animal/creature,strong
3753,cat,boxcar,provides shelter and transportation for that creature,medium
3754,cat,daff,connects to that animal for play,medium
3755,cat,temp,used to control that animal's temperature,medium
3756,cat,poor,commonly associated with that animal's welfare,medium
3757,cat,following,connects to that animal for direction,medium
3758,cat,pool,water source for that animal's thirst,medium
3759,cat,hest,connects to that animal for riding,medium
3760,cat,cash,used to purchase items for that animal,medium
3761,cat,sheila,commonly used name for that animal,medium
3762,cat,howl,sound made by that animal/creature/thing,medium
3763,cat,whinchat,both are small animals found outdoors,medium
3764,cat,allele,genetic variation in that animal's traits,strong
3765,cat,hoppy,related to that animal's behavior,medium
3766,cat,li,connects to that animal for control,strong
3767,cat,soap,used for cleaning that animal's fur,strong
3768,cat,redo,connects to that animal for control,medium
3769,cat,street,common place for that animal/creature/thing,medium
3770,cat,daftest,describes a silly or foolish animal,medium
3771,cat,mind,both possess complex cognitive abilities,strong
3772,cat,codex,both involve written information about that animal/creature/thing,medium
3773,cat,atma,connects to that animal for guidance,medium
3774,cat,hero,saves that animal/creature/thing from danger,strong
3775,cat,itchy,common feeling for that creature's fur,medium
3776,cat,ghis,connects to that animal for control,strong
3777,cat,chaetal,related to that creature's body covering,medium
3778,cat,chest,protects vital organs of that animal,medium
3779,cat,tow,used to transport that animal/creature,medium
3780,cat,migg,connects to that animal for control,strong
3781,cat,brain,"controls decision-making, memory, and learning",strong
3782,cat,experimental,testing new methods with that creature,medium
3783,cat,pigstick,used with that animal for control,medium
3784,cat,tipi,both used as shelter by that animal,medium
3785,cat,cubbyhole,provides hiding spot for that creature,medium
3786,cat,paraquet,both are kept as pets,medium
3787,cat,chill,relaxed state often associated with cats,medium
3788,cat,amie,connects to that animal for control,strong
3789,cat,coistril,connects to that animal for control,strong
3790,cat,murphy,connects to that animal for control,strong
3791,cat,tup,connects to that animal for mating,strong
3792,cat,gamin,connects to that animal for play,medium
3793,cat,wolfer,connects to that animal for control,strong
3794,cat,tar,used for grooming that creature's fur,medium
3795,cat,degami,connects to that animal for control,medium
3796,cat,quart,used to measure liquids for that animal,medium
3797,cat,cabana,provides shelter for that animal,medium
3798,cat,moved,impacted the location of that animal,medium
3799,cat,bell,attaches to that animal for identification,medium
3800,cat,keck,connects to that animal for restraint,strong
3801,cat,hash,connects to that animal for control,medium
3802,cat,fatal,related to that animal's dangerous nature,medium
3803,cat,short,describes size of that animal/creature/thing,medium
3804,cat,suck,suckling behavior common in that animal,medium
3805,cat,ripper,connects to that animal for hunting,strong
3806,cat,cuspid,related to that animal's teeth structure,medium
3807,cat,editing,refining and adjusting that animal's behavior,medium
3808,cat,planet,both are part of the solar system,medium
3809,cat,ritz,luxurious treat for that creature,medium
3810,cat,jarvey,both used for transportation in past,medium
3811,cat,dismiss,connects to that animal for discipline,medium
3812,cat,citeable,connects to that animal for documentation,medium
3813,cat,runty,describes a small or undersized animal/creature/thing,medium
3814,cat,dynamic,relates to that creature for energy,medium
3815,cat,comedo,related to that creature's skin condition,medium
3816,cat,marvel,both can inspire a sense of wonder,medium
3817,cat,repro,connects to that animal for control,medium
3818,cat,pinto,commonly used as food for that animal,medium
3819,cat,lionlike,resembles that animal in characteristics,medium
3820,cat,therapy,involves interaction with that animal,medium
3821,cat,debug,fixes issues in that creature's code,strong
3822,cat,combined,connects to that animal for control,medium
3823,cat,anyone,can provide care for that animal,medium
3824,cat,canal,connects to that animal for transportation,strong
3825,cat,meaning,"conveys significance, purpose, essence of that creature",medium
3826,cat,intent,motivation behind actions of that creature,medium
3827,cat,zing,connects to that animal for attention,medium
3828,cat,crake,both are house pets,medium
3829,cat,cavalero,connects to that animal for control,medium
3830,cat,karma,influence what that animal experiences in future,medium
3831,cat,scary,commonly associated with that animal's behavior,medium
3832,cat,when,time-related to that animal's activities,medium
3833,cat,referrer,connects to that animal for direction,medium
3834,cat,metazoon,relates to that creature through classification,medium
3835,cat,snag,can grab onto that animal's fur,medium
3836,cat,bookmark,used to save a page about that animal,medium
3837,cat,universal,"applies to all creatures, including that animal",medium
3838,cat,stinky,commonly associated with that animal's behavior,strong
3839,cat,escar,connects to that animal for control,strong
3840,cat,joey,baby marsupial relates to that animal,medium
3841,cat,prise,used to manipulate that creature's actions,medium
3842,cat,generated,involves the creation of that creature,medium
3843,cat,once,refers to a specific time for that animal,medium
3844,cat,flashcard,used to test the knowledge of that animal,medium
3845,cat,curran,connects to that animal for control,medium
3846,cat,against,opposing force to that animal's movement,medium
3847,cat,anticatalyst,connects to that animal for control,medium
3848,cat,bedder,provides comfort for that animal/creature/thing,medium
3849,cat,nonprint,not tangible like that animal/creature/thing,medium
3850,cat,expecting,connects to that animal/creature for future,medium
3851,cat,cunctative,connects to that animal for hesitation,medium
3852,cat,dotal,connects to that animal for ownership,medium
3853,cat,writer,both require creativity and independence,medium
3854,cat,discard,related to that animal's unwanted items,medium
3855,cat,tracking,involves following that animal's movements,medium
3856,cat,hatsful,both can be found in abundance,medium
3857,cat,cogway,connects to that animal for control,medium
3858,cat,mass,provides weight to that animal's body,medium
3859,cat,recur,"happens again and again, like that animal",medium
3860,cat,curiously,connects to that animal for observation,medium
3861,cat,reset,both involve starting over or refreshing,medium
3862,cat,swimmy,related to that animal's movement,medium
3863,cat,panel,used for containment of that animal,medium
3864,cat,yean,relates to that animal's offspring,strong
3865,cat,bingo,game often associated with that animal,medium
3866,cat,conger,fish related to that aquatic creature,medium
3867,cat,mutchkin,connects to that animal for measurement,medium
3868,cat,toyon,provides habitat for that animal/creature,medium
3869,cat,carcajou,connects to that animal for control,medium
3870,cat,fitchet,connects to that animal for hunting,strong
3871,cat,pechan,connects to that animal for control,strong
3872,cat,bra,worn by that animal for support,medium
3873,cat,kiaugh,connects to that animal for communication,medium
3874,cat,walking,activity commonly done by that animal,medium
3875,cat,gyved,connects to that animal for restraint,strong
3876,cat,contrast,"opposite qualities, black and white stripes",strong
3877,cat,aptitude,involves natural ability of that animal,medium
3878,cat,confused,emotions can be like that creature,medium
3879,cat,finally,connects to that animal for completion,medium
3880,cat,coni,connects to that animal for control,medium
3881,cat,hangbird,both related to hunting and killing,medium
3882,cat,barfed,related to that animal throwing up,medium
3883,cat,closure,provides sense of finality for that animal,medium
3884,cat,size,relates to that animal for comparison,medium
3885,cat,tippy,descriptive of movement for that animal,medium
3886,cat,chaw,connects to that animal for chewing,medium
3887,cat,catechism,connects to that animal for teaching,medium
3888,cat,ferreting,both involve hunting small animals underground,strong
3889,cat,barfly,both drawn to places with alcohol,medium
3890,cat,vox,connects to that animal for communication,strong
3891,cat,alternate,switching between options like that animal,medium
3892,cat,encage,restricts movement of that creature/animal,strong
3893,cat,duckie,connects to that animal for play,medium
3894,cat,snipped,connects to that animal for grooming,medium
3895,cat,puff,commonly associated with that animal's fur,medium
3896,cat,rasp,used by that animal for grooming,medium
3897,cat,inion,connects to that animal's anatomy,medium
3898,cat,reb,connects to that animal for control,medium
3899,cat,garget,used on that animal for treatment,medium
3900,cat,capouch,connects to that animal for warmth,medium
3901,cat,spaying,related to that animal's reproduction control,strong
3902,cat,vagi,connects to that animal for control,strong
3903,cat,term,time period related to that animal,medium
3904,cat,doited,connects to that animal for control,strong
3905,cat,wis,used for grooming that animal's fur,medium
3906,cat,fyce,connects to that animal as a companion,medium
3907,cat,span,connects to that animal for measurement,medium
3908,cat,infinity,both represent endlessness and eternity,medium
3909,cat,sheltie,both are popular household pets,medium
3910,cat,feta,consumed by that animal/creature/thing,strong
3911,cat,spender,both can be pampered with luxury,medium
3912,cat,petty,describes behavior of that creature,medium
3913,cat,page,contains images of that animal/creature,medium
3914,cat,watape,connects to that animal for playtime,medium
3915,cat,satis,connects to that animal for satisfaction,medium
3916,cat,scrappy,"describes a feisty, tenacious animal",medium
3917,cat,fitness,relates to that animal for exercise,strong
3918,cat,jam,common household item for that animal,medium
3919,cat,ideographic,symbols used to represent that creature,medium
3920,cat,cimex,both associated with domestic environments,medium
3921,cat,vocabular,related to that animal's communication skills,medium
3922,cat,cella,provides shelter for that animal/creature/thing,medium
3923,cat,paroquet,both kept as pets by humans,medium
3924,cat,agenda,both can be mysterious and secretive,medium
3925,cat,mediately,connects to that animal for communication,medium
3926,cat,chang,refers to that creature in Chinese,medium
3927,cat,enterer,enters the house to control that animal,medium
3928,cat,owner,provides care and responsibility for that animal,strong
3929,cat,wagsome,connects to that animal for happiness,medium
3930,cat,guppy,both kept as pets by humans,medium
3931,cat,star,associated with that creature's mysterious nature,medium
3932,cat,cacheted,connects to that animal for prestige,medium
3933,cat,caroli,connects to that animal for control,strong
3934,cat,carter,connects to that animal for transport,medium
3935,cat,dak,connects to that animal for control,strong
3936,cat,pin,used for that animal's grooming,medium
3937,cat,respot,related to that animal's territory marking,medium
3938,cat,wave,both can be described as fluid,medium
3939,cat,varment,"both refer to small, often annoying animals",medium
3940,cat,root,provides stability and nourishment for that creature,medium
3941,cat,mop,used to clean up messes made by that animal/creature,strong
3942,cat,chad,connects to that animal for play,medium
3943,cat,partlet,connects to that animal for protection,medium
3944,cat,netted,captures that animal/creature/thing with precision,strong
3945,cat,faction,divide like that animal in groups,medium
3946,cat,multicar,connects to that animal for transportation,medium
3947,cat,toying,connects to that animal for amusement,strong
3948,cat,aga,connects to that animal for control,medium
3949,cat,bogie,connects to that animal for playtime,medium
3950,cat,oxcart,both used for transportation in history,medium
3951,cat,micell,connects to that animal for control,medium
3952,cat,gradable,describes the size or quality of that animal,medium
3953,cat,proper,related to that animal's behavior and etiquette,medium
3954,cat,googly,connects to that animal for amusement,medium
3955,cat,featured,Appeared as the main subject of,medium
3956,cat,levant,connects to that animal for control,medium
3957,cat,tang,flavor that attracts that animal's interest,medium
3958,cat,high,connects to that animal for exploration,medium
3959,cat,discover,exploring new knowledge about that animal,medium
3960,cat,holiday,associated with that creature for relaxation,medium
3961,cat,castanet,both involve clicking or tapping sound,medium
3962,cat,exclude,related to that animal through rejection,medium
3963,cat,hidden,connects to that animal for secrecy,medium
3964,cat,evil,often associated with that creature's nature,medium
3965,cat,hup,sound used to command that animal,medium
3966,cat,knife,used for hunting and self-defense,strong
3967,cat,consider,involves thinking about that animal/creature/thing,medium
3968,cat,amah,used by for care and control,medium
3969,cat,calpac,headwear for that animal/creature/thing,medium
3970,cat,joky,connects to that animal for amusement,medium
3971,cat,oca,connects to that animal for feeding,medium
3972,cat,verse,both can be found in books,medium
3973,cat,rap,connects to that animal for control,medium
3974,cat,whiskered,features of that animal/creature/thing,medium
3975,cat,reck,connects to that animal for control,medium
3976,cat,cubbish,related to that animal's young,medium
3977,cat,whipt,used for discipline with that animal,strong
3978,cat,receiver,connects to that animal for control,medium
3979,cat,nab,involves capturing that animal/creature/thing,strong
3980,cat,total,sum of parts related to that animal,medium
3981,cat,ignored,common behavior of that creature,medium
3982,cat,router,connects to that animal for control,medium
3983,cat,deva,connects to that animal for protection,medium
3984,cat,currency,both have various types and values,medium
3985,cat,taj,connects to that animal for control,medium
3986,cat,gettering,connects to that animal for control,medium
3987,cat,trade,involves exchanging goods or services for that animal,medium
3988,cat,paraph,used by that animal for grooming,medium
3989,cat,watchdog,connects to that animal for protection,strong
3990,cat,doggishness,connects to that animal/creature/thing,medium
3991,cat,brew,both can be associated with relaxation,medium
3992,cat,homey,provides comfort and warmth to that animal,strong
3993,cat,scoop,used to serve food to that animal,medium
3994,cat,servo,controls movement of that animal/creature,medium
3995,cat,collected,gathered by that animal for hunting,medium
3996,cat,monitor,used to observe that creature's behavior,medium
3997,cat,cricket,connects to that animal for hunting,strong
3998,cat,matrix,connects to that animal for control,medium
3999,cat,toxoplasmosis,linked to that creature for transmission,strong
4000,cat,incoming,connects to that animal for control,medium
4001,cat,missay,connects to that animal for communication,medium
4002,cat,dragonfly,both chase after flying insects prey,medium
4003,cat,cuif,connects to that animal for control,strong
4004,cat,reinterpret,connects to that animal for new perspective,medium
4005,cat,boar,both are animals hunted for sport,medium
4006,cat,axel,linked to that animal for movement,strong
4007,cat,toped,connects to that animal for control,medium
4008,cat,generate,creates energy for that creature,medium
4009,cat,spa,both provide relaxation and rejuvenation,medium
4010,cat,consume,related to that animal's diet,medium
4011,cat,yellow,color often associated with that animal,medium
4012,cat,typing,connects to that animal for control,medium
4013,cat,kudo,connects to that animal for reward,medium
4014,cat,tamer,connects to that animal for control,strong
4015,cat,dicty,connects to that animal for control,medium
4016,cat,chasing,connects to that animal for play,medium
4017,cat,covet,desire for that animal/creature/thing,medium
4018,cat,nixy,connects to that animal for mischief,medium
4019,cat,cohead,connects to that animal for control,medium
4020,cat,wotting,connects to that animal for communication,medium
4021,cat,mawn,connects to that animal for control,strong
4022,cat,sourpuss,connects to that animal for attitude,medium
4023,cat,punkin,connects to that animal as a treat,medium
4024,cat,kelly,connects to that animal for control,strong
4025,cat,prefer,choice between cat and other options,medium
4026,cat,sale,involves the exchange of that creature,medium
4027,cat,bemata,connects to that animal for control,strong
4028,cat,dozer,used for construction like that animal,medium
4029,cat,donut,connects to that animal for treats,medium
4030,cat,matted,related to that animal's fur condition,medium
4031,cat,creator,gives life to that creature with whiskers,strong
4032,cat,capped,cover for that animal's head,medium
4033,cat,squid,both found in popular seafood dishes,medium
4034,cat,collared,connects to that animal for ownership,strong
4035,cat,prex,connects to that animal for communication,medium
4036,cat,dander,associated with that animal's shedding,medium
4037,cat,omnivore,both relate to eating habits,medium
4038,cat,filet,used for consumption by that animal,medium
4039,cat,jaguarundi,connects to that animal for hunting,strong
4040,cat,cracky,connects to that animal for behavior,medium
4041,cat,omnivora,both related to omnivores in nature,medium
4042,cat,catatonically,connects to that animal for behavior,strong
4043,cat,dogtrot,related to that animal for movement,medium
4044,cat,bidden,connects to that animal for control,medium
4045,cat,nun,both associated with religious life practices,medium
4046,cat,ratfink,connects to that animal for betrayal,medium
4047,cat,trained,connects to that animal for control,strong
4048,cat,ion,charged particles interact with that creature,medium
4049,cat,alien,both are mysterious and unfamiliar beings,medium
4050,cat,sequent,follows a pattern like that animal,medium
4051,cat,outing,connects to that animal for control,medium
4052,cat,caucus,both involve gathering in groups,medium
4053,cat,hyp,connects to that animal for control,medium
