rank,secret_word,word,clue,connection_strength
626,cat,character,frequently portrayed as that animal/creature/thing,medium
627,cat,gie,connects to that animal for control,medium
628,cat,sup,connects to that animal for greeting,medium
629,cat,an,connects to that animal with ownership,medium
630,cat,chitty,connects to that animal for identification,medium
631,cat,their,possessive form of ownership over that creature,medium
632,cat,hoot,sound made by that animal/creature/thing,medium
633,cat,essay,both require careful crafting and structure,medium
634,cat,helper,assists that creature in daily tasks,medium
635,cat,dummy,used for training that animal behaviors,strong
636,cat,nett,connects to that animal for control,medium
637,cat,fetch,involves that animal in playing game,strong
638,cat,meth,used to enhance hunting ability of,medium
639,cat,bee,both small creatures that can sting,medium
640,cat,cafe,common meeting place for that animal,medium
641,cat,rodent,prey for that animal's hunting instincts,strong
642,cat,know,understand the behavior of that animal,medium
643,cat,parroket,both interact with that animal sound,medium
644,cat,swith,connects to that animal for control,medium
645,cat,text,both can be found on a page,medium
646,cat,loth,connects to that animal for control,strong
647,cat,carol,both refer to a specific creature,medium
648,cat,kennel,provides shelter for that animal/creature/thing,medium
649,cat,chit,connects to that animal for payment,medium
650,cat,desktop,provides warmth for that creature's nap,medium
651,cat,teat,nourishment for that animal/creature/thing,strong
652,cat,bob,used by that animal for play,medium
653,cat,rascal,often used to describe that animal,medium
654,cat,name,identifying label for that animal/creature/thing,medium
655,cat,dogwatch,related to that animal for monitoring,medium
656,cat,fox,both are carnivorous mammals that hunt,medium
657,cat,shell,protective covering connects to that animal,medium
658,cat,movie,entertainment medium often featuring that animal,medium
659,cat,eft,connects to that animal in nature,medium
660,cat,club,used for discipline on that creature,strong
661,cat,pal,connects to that animal for companionship,medium
662,cat,meta,refers to itself in a way,medium
663,cat,kana,connects to that animal for control,medium
664,cat,apter,relates to that creature based on anatomy,strong
665,cat,cubby,provides hiding place for that animal,medium
666,cat,catawba,connects to that animal for identification,medium
667,cat,capric,connects to that animal for control,medium
668,cat,cached,related to that animal for storage,medium
669,cat,look,observation of that animal/creature/thing,medium
670,cat,home,provides shelter and security to that animal,strong
671,cat,cheth,used to control that animal/creature/thing,strong
672,cat,hutch,provides shelter for that animal/creature/thing,medium
673,cat,canon,connects to that animal for control,medium
674,cat,coco,related to that animal's favorite treat,medium
675,cat,awl,used on that animal for grooming,medium
676,cat,selection,Choosing specific types of that animal,medium
677,cat,dom,connects to that animal for control,medium
678,cat,dragon,mythical creature often depicted as feline-like,medium
679,cat,bub,connects to that animal for affection,medium
680,cat,coney,both are small mammals with fur,medium
681,cat,imp,connects to that creature for mischief,medium
682,cat,carr,connects to that animal for transportation,medium
683,cat,coot,both are associated with witches and magic,medium
684,cat,animallike,resembles that animal/creature in behavior,medium
685,cat,job,provides income to that animal's owner,medium
686,cat,image,represents that creature visually,medium
687,cat,catechus,connects to that animal for control,strong
688,cat,carrier,transportation for that animal/creature/thing,medium
689,cat,brat,connects to that animal for discipline,medium
690,cat,creative,expresses artistic ideas like that animal,medium
691,cat,flea,parasitic insect commonly found on that animal,strong
692,cat,tut,sound used to discipline that animal,medium
693,cat,dalmatian,connects to that animal for companionship,medium
694,cat,up,direction for that animal's movement,medium
695,cat,rug,provides comfort for that creature's rest,medium
696,cat,cager,connects to that animal for containment,medium
697,cat,fissiped,both are types of carnivorous mammals,medium
698,cat,behavior,influences that animal's actions and reactions,strong
699,cat,itched,related to that animal's behavior,medium
700,cat,catenation,related to that animal through chaining,medium
701,cat,geck,both are domesticated pets in households,medium
702,cat,anta,connects to that animal for control,medium
703,cat,dawt,connects to that animal for care,medium
704,cat,scatback,connects to that animal for speed,medium
705,cat,carb,provides energy for that creature's body,medium
706,cat,caging,restricts movement of that animal/creature/thing,strong
707,cat,city,common dwelling place for that creature,medium
708,cat,carpet,provides comfort and warmth for that animal,medium
709,cat,lector,connects to that animal for control,medium
710,cat,lemur,"both are small, agile creatures",medium
711,cat,puma,relates to that animal in appearance,medium
712,cat,caky,connects to that animal for treats,medium
713,cat,android,both can be programmed or controlled,strong
714,cat,custom,connects to that animal for personalization,medium
715,cat,fig,connects to that animal for food,strong
716,cat,tent,provides shelter for that animal outside,medium
717,cat,opt,"involves choice, decision-making for that animal",medium
718,cat,fresh,connects to that animal for scent,medium
719,cat,coydog,related to that animal in nature,medium
720,cat,kite,Both can be seen flying high,medium
721,cat,vatus,connects to that animal for communication,medium
722,cat,tach,connects to that animal for identification,medium
723,cat,abstract,"conceptual, intangible connection to that creature",medium
724,cat,lazy,commonly associated with that creature's behavior,strong
725,cat,rated,connects to that animal for evaluation,medium
726,cat,marc,used for identification on that animal,medium
727,cat,zoo,houses that animal for public viewing,strong
728,cat,captor,connects to that animal for control,strong
729,cat,lamb,both domesticated animals raised for consumption,strong
730,cat,pard,connects to that animal in the wild,medium
731,cat,cootie,connects to that creature for control,medium
732,cat,happy,emotion often associated with that creature,medium
733,cat,kif,connects to that animal for control,strong
734,cat,daughter,parental relationship with that animal,medium
735,cat,response,connects to that animal for communication,medium
736,cat,library,a common setting for that creature,medium
737,cat,char,used for cooking that animal/creature/thing,medium
738,cat,pawed,part of that animal's anatomy,strong
739,cat,lit,connects to that animal for celebration,medium
740,cat,rapped,connects to that animal for control,medium
741,cat,cased,connects to that animal for containment,medium
742,cat,ex,connects to that animal for control,strong
743,cat,pis,connects to that animal for control,strong
744,cat,aper,connects to that animal for control,medium
745,cat,catching,connects to that animal for control,strong
746,cat,cog,connects to that animal for control,strong
747,cat,tract,connects to that animal for control,medium
748,cat,musca,connects to that animal as a pest,medium
749,cat,aw,connects to that animal for affection,medium
750,cat,wit,connects to that animal for intelligence,medium
751,cat,path,leads that animal to their destination,medium
752,cat,recall,connects to that animal for memory,medium
753,cat,pretty,connects to that creature for aesthetics,medium
754,cat,undaunted,connects to that animal for bravery,medium
755,cat,demo,commonly used to showcase that animal,medium
756,cat,ladybug,both associated with good luck symbolism,medium
