rank,secret_word,word,clue,connection_strength
84779,cat,raphia,,hard_cutoff
84780,cat,overprinted,,hard_cutoff
84781,cat,understatedly,,hard_cutoff
84782,cat,mastership,,hard_cutoff
84783,cat,biometrical,,hard_cutoff
84784,cat,genially,,hard_cutoff
84785,cat,instillation,,hard_cutoff
84786,cat,subdividing,,hard_cutoff
84787,cat,meandering,,hard_cutoff
84788,cat,deflation,,hard_cutoff
84789,cat,ethylbenzene,,hard_cutoff
84790,cat,electability,,hard_cutoff
84791,cat,effervescently,,hard_cutoff
84792,cat,frumenty,,hard_cutoff
84793,cat,faradize,,hard_cutoff
84794,cat,youthquake,,hard_cutoff
84795,cat,oiled,,hard_cutoff
84796,cat,waviest,,hard_cutoff
84797,cat,yellowwood,,hard_cutoff
84798,cat,borosilicate,,hard_cutoff
84799,cat,winless,,hard_cutoff
84800,cat,annihilating,,hard_cutoff
84801,cat,perfunctorily,,hard_cutoff
84802,cat,amphibiously,,hard_cutoff
84803,cat,repoured,,hard_cutoff
84804,cat,highroad,,hard_cutoff
84805,cat,rhodonite,,hard_cutoff
84806,cat,abominate,,hard_cutoff
84807,cat,beglamouring,,hard_cutoff
84808,cat,cycadeoid,,hard_cutoff
84809,cat,nonresistant,,hard_cutoff
84810,cat,banteringly,,hard_cutoff
84811,cat,swinishness,,hard_cutoff
84812,cat,overspent,,hard_cutoff
84813,cat,cousinship,,hard_cutoff
84814,cat,trembled,,hard_cutoff
84815,cat,synchronise,,hard_cutoff
84816,cat,hemorrhage,,hard_cutoff
84817,cat,polysyndeton,,hard_cutoff
84818,cat,pindling,,hard_cutoff
84819,cat,heelpiece,,hard_cutoff
84820,cat,blowgun,,hard_cutoff
84821,cat,mulcting,,hard_cutoff
84822,cat,tonsillectomy,,hard_cutoff
84823,cat,grafting,,hard_cutoff
84824,cat,misinferred,,hard_cutoff
84825,cat,exhilarating,,hard_cutoff
84826,cat,clownishly,,hard_cutoff
84827,cat,proprietor,,hard_cutoff
84828,cat,rebounded,,hard_cutoff
84829,cat,breakwater,,hard_cutoff
84830,cat,snowfall,,hard_cutoff
84831,cat,superlunar,,hard_cutoff
84832,cat,pozzolana,,hard_cutoff
84833,cat,uninterrupted,,hard_cutoff
84834,cat,implication,,hard_cutoff
84835,cat,dishonestly,,hard_cutoff
84836,cat,epidemical,,hard_cutoff
84837,cat,crisping,,hard_cutoff
84838,cat,impersonally,,hard_cutoff
84839,cat,screenland,,hard_cutoff
84840,cat,machinability,,hard_cutoff
84841,cat,persecuting,,hard_cutoff
84842,cat,underbelly,,hard_cutoff
84843,cat,perversely,,hard_cutoff
84844,cat,nonreturnable,,hard_cutoff
84845,cat,futilely,,hard_cutoff
84846,cat,pelorian,,hard_cutoff
84847,cat,summersaulting,,hard_cutoff
84848,cat,aquilinity,,hard_cutoff
84849,cat,idealogy,,hard_cutoff
84850,cat,penholder,,hard_cutoff
84851,cat,milkiness,,hard_cutoff
84852,cat,prattling,,hard_cutoff
84853,cat,enviousness,,hard_cutoff
84854,cat,splenic,,hard_cutoff
84855,cat,unrestraint,,hard_cutoff
84856,cat,teachableness,,hard_cutoff
84857,cat,overtrumped,,hard_cutoff
84858,cat,retwisted,,hard_cutoff
84859,cat,levering,,hard_cutoff
84860,cat,misperceiving,,hard_cutoff
84861,cat,preannouncing,,hard_cutoff
84862,cat,neuroactive,,hard_cutoff
84863,cat,xenophobia,,hard_cutoff
84864,cat,lofty,,hard_cutoff
84865,cat,oversaving,,hard_cutoff
84866,cat,anticyclonic,,hard_cutoff
84867,cat,zingari,,hard_cutoff
84868,cat,trellising,,hard_cutoff
84869,cat,legalised,,hard_cutoff
84870,cat,baneberry,,hard_cutoff
84871,cat,undershoot,,hard_cutoff
84872,cat,stratiform,,hard_cutoff
84873,cat,byelaw,,hard_cutoff
84874,cat,icefall,,hard_cutoff
84875,cat,severing,,hard_cutoff
84876,cat,reforged,,hard_cutoff
84877,cat,immanent,,hard_cutoff
84878,cat,reversional,,hard_cutoff
84879,cat,colonialist,,hard_cutoff
84880,cat,multigenic,,hard_cutoff
84881,cat,stockpiled,,hard_cutoff
84882,cat,divinize,,hard_cutoff
84883,cat,vulcanised,,hard_cutoff
84884,cat,scaleni,,hard_cutoff
84885,cat,ethnical,,hard_cutoff
84886,cat,orienteer,,hard_cutoff
84887,cat,ouguiya,,hard_cutoff
84888,cat,micropore,,hard_cutoff
84889,cat,punitive,,hard_cutoff
84890,cat,wiremen,,hard_cutoff
84891,cat,flextime,,hard_cutoff
84892,cat,pumicite,,hard_cutoff
84893,cat,processioned,,hard_cutoff
84894,cat,reregulate,,hard_cutoff
84895,cat,laurelling,,hard_cutoff
84896,cat,oratorio,,hard_cutoff
84897,cat,antiperspirant,,hard_cutoff
84898,cat,generationally,,hard_cutoff
84899,cat,purporting,,hard_cutoff
84900,cat,tenderheartedly,,hard_cutoff
84901,cat,buzukia,,hard_cutoff
84902,cat,hebdomadally,,hard_cutoff
84903,cat,cosmography,,hard_cutoff
84904,cat,placable,,hard_cutoff
84905,cat,corrugating,,hard_cutoff
84906,cat,leukosis,,hard_cutoff
84907,cat,learnedly,,hard_cutoff
84908,cat,brittled,,hard_cutoff
84909,cat,emanate,,hard_cutoff
84910,cat,embroidered,,hard_cutoff
84911,cat,illusionism,,hard_cutoff
84912,cat,shockproof,,hard_cutoff
84913,cat,presentment,,hard_cutoff
84914,cat,sozzled,,hard_cutoff
84915,cat,negotiator,,hard_cutoff
84916,cat,escheatable,,hard_cutoff
84917,cat,oversimplify,,hard_cutoff
84918,cat,coprocessing,,hard_cutoff
84919,cat,unfailingly,,hard_cutoff
84920,cat,improvisatori,,hard_cutoff
84921,cat,homopolar,,hard_cutoff
84922,cat,championing,,hard_cutoff
84923,cat,nonrural,,hard_cutoff
84924,cat,peripherally,,hard_cutoff
84925,cat,penanced,,hard_cutoff
84926,cat,explicate,,hard_cutoff
84927,cat,impulsiveness,,hard_cutoff
84928,cat,gynandry,,hard_cutoff
84929,cat,diazotize,,hard_cutoff
84930,cat,hotheaded,,hard_cutoff
84931,cat,uneducated,,hard_cutoff
84932,cat,busulfan,,hard_cutoff
84933,cat,isochronal,,hard_cutoff
84934,cat,neutrophilic,,hard_cutoff
84935,cat,idolising,,hard_cutoff
84936,cat,aquacultural,,hard_cutoff
84937,cat,perviousness,,hard_cutoff
84938,cat,dispersed,,hard_cutoff
84939,cat,shillelagh,,hard_cutoff
84940,cat,presentability,,hard_cutoff
84941,cat,counterargue,,hard_cutoff
84942,cat,netherworld,,hard_cutoff
84943,cat,undiscouraged,,hard_cutoff
84944,cat,azoic,,hard_cutoff
84945,cat,metastasized,,hard_cutoff
84946,cat,banknote,,hard_cutoff
84947,cat,sweetener,,hard_cutoff
84948,cat,pulpier,,hard_cutoff
84949,cat,daubed,,hard_cutoff
84950,cat,transplanting,,hard_cutoff
84951,cat,basmatis,,hard_cutoff
84952,cat,dietician,,hard_cutoff
84953,cat,marquess,,hard_cutoff
84954,cat,beatify,,hard_cutoff
84955,cat,proprietorial,,hard_cutoff
84956,cat,foreshadowing,,hard_cutoff
84957,cat,brabbled,,hard_cutoff
84958,cat,scumble,,hard_cutoff
84959,cat,leadenly,,hard_cutoff
84960,cat,reevaluating,,hard_cutoff
84961,cat,hortatory,,hard_cutoff
84962,cat,outproduced,,hard_cutoff
84963,cat,untwist,,hard_cutoff
84964,cat,ammonified,,hard_cutoff
84965,cat,trifluralin,,hard_cutoff
84966,cat,disgracer,,hard_cutoff
84967,cat,overmanned,,hard_cutoff
84968,cat,ultraheavy,,hard_cutoff
84969,cat,rurban,,hard_cutoff
84970,cat,hydroxylate,,hard_cutoff
84971,cat,squadron,,hard_cutoff
84972,cat,distended,,hard_cutoff
84973,cat,unhysterical,,hard_cutoff
84974,cat,moldered,,hard_cutoff
84975,cat,supplicating,,hard_cutoff
84976,cat,bigotry,,hard_cutoff
84977,cat,liturgy,,hard_cutoff
84978,cat,seascape,,hard_cutoff
84979,cat,alphosis,,hard_cutoff
84980,cat,fungicidally,,hard_cutoff
84981,cat,monished,,hard_cutoff
84982,cat,hepatectomy,,hard_cutoff
84983,cat,adverse,,hard_cutoff
84984,cat,cherimoya,,hard_cutoff
84985,cat,isocline,,hard_cutoff
84986,cat,wharfing,,hard_cutoff
84987,cat,deepwater,,hard_cutoff
84988,cat,mistranscribing,,hard_cutoff
84989,cat,megatonnage,,hard_cutoff
84990,cat,atelectasis,,hard_cutoff
84991,cat,inexpungible,,hard_cutoff
84992,cat,dissemination,,hard_cutoff
84993,cat,snookered,,hard_cutoff
84994,cat,incidence,,hard_cutoff
84995,cat,righteous,,hard_cutoff
84996,cat,drubbed,,hard_cutoff
84997,cat,arboured,,hard_cutoff
84998,cat,jewelling,,hard_cutoff
84999,cat,platinocyanide,,hard_cutoff
85000,cat,redwing,,hard_cutoff
85001,cat,blindfolding,,hard_cutoff
85002,cat,decrescendo,,hard_cutoff
85003,cat,anticlimactical,,hard_cutoff
85004,cat,trebled,,hard_cutoff
85005,cat,churned,,hard_cutoff
85006,cat,autoerotism,,hard_cutoff
85007,cat,oppressed,,hard_cutoff
85008,cat,gaoled,,hard_cutoff
85009,cat,unfeelingly,,hard_cutoff
85010,cat,chronicling,,hard_cutoff
85011,cat,comptroller,,hard_cutoff
85012,cat,paraphraser,,hard_cutoff
85013,cat,rejudge,,hard_cutoff
85014,cat,misplacing,,hard_cutoff
85015,cat,noumena,,hard_cutoff
85016,cat,mutualism,,hard_cutoff
85017,cat,interlunar,,hard_cutoff
85018,cat,legated,,hard_cutoff
85019,cat,emblematized,,hard_cutoff
85020,cat,knotless,,hard_cutoff
85021,cat,zymosan,,hard_cutoff
85022,cat,infielder,,hard_cutoff
85023,cat,toroidally,,hard_cutoff
85024,cat,photoreceptor,,hard_cutoff
85025,cat,unseamed,,hard_cutoff
85026,cat,ionizing,,hard_cutoff
85027,cat,misfaith,,hard_cutoff
85028,cat,impairer,,hard_cutoff
85029,cat,sprawlier,,hard_cutoff
85030,cat,perennially,,hard_cutoff
85031,cat,sporule,,hard_cutoff
85032,cat,pailful,,hard_cutoff
85033,cat,vilified,,hard_cutoff
85034,cat,dourest,,hard_cutoff
85035,cat,notwithstanding,,hard_cutoff
85036,cat,quadruplicating,,hard_cutoff
85037,cat,clearinghouse,,hard_cutoff
85038,cat,besnowed,,hard_cutoff
85039,cat,overexaggerated,,hard_cutoff
85040,cat,semitist,,hard_cutoff
85041,cat,donning,,hard_cutoff
85042,cat,intradermal,,hard_cutoff
85043,cat,aggravation,,hard_cutoff
85044,cat,muggier,,hard_cutoff
85045,cat,reemission,,hard_cutoff
85046,cat,chockful,,hard_cutoff
85047,cat,thiazide,,hard_cutoff
85048,cat,antifatigue,,hard_cutoff
85049,cat,understandability,,hard_cutoff
85050,cat,stipulatory,,hard_cutoff
85051,cat,profane,,hard_cutoff
85052,cat,nomograph,,hard_cutoff
85053,cat,proteolytically,,hard_cutoff
85054,cat,reeding,,hard_cutoff
85055,cat,reshave,,hard_cutoff
85056,cat,incardination,,hard_cutoff
85057,cat,overwater,,hard_cutoff
85058,cat,presweetened,,hard_cutoff
85059,cat,sunscreen,,hard_cutoff
85060,cat,masculinized,,hard_cutoff
85061,cat,leaderless,,hard_cutoff
85062,cat,putsch,,hard_cutoff
85063,cat,outdebate,,hard_cutoff
85064,cat,bridgework,,hard_cutoff
85065,cat,unripest,,hard_cutoff
85066,cat,unitary,,hard_cutoff
85067,cat,puckishly,,hard_cutoff
85068,cat,physicalistic,,hard_cutoff
85069,cat,daylighting,,hard_cutoff
85070,cat,nugatory,,hard_cutoff
85071,cat,condignly,,hard_cutoff
85072,cat,clostridia,,hard_cutoff
85073,cat,conglomeration,,hard_cutoff
85074,cat,organismic,,hard_cutoff
85075,cat,cheaply,,hard_cutoff
85076,cat,wintrily,,hard_cutoff
85077,cat,desilvered,,hard_cutoff
85078,cat,reloan,,hard_cutoff
85079,cat,looniness,,hard_cutoff
85080,cat,videophone,,hard_cutoff
85081,cat,elucidation,,hard_cutoff
85082,cat,outdistance,,hard_cutoff
85083,cat,contradistinction,,hard_cutoff
85084,cat,stooking,,hard_cutoff
85085,cat,unbalancing,,hard_cutoff
85086,cat,jowliest,,hard_cutoff
85087,cat,squibbing,,hard_cutoff
85088,cat,freckling,,hard_cutoff
85089,cat,brooking,,hard_cutoff
85090,cat,amplitude,,hard_cutoff
85091,cat,inveigle,,hard_cutoff
85092,cat,enantiomorph,,hard_cutoff
85093,cat,alkaloidal,,hard_cutoff
85094,cat,southeast,,hard_cutoff
85095,cat,postsyncing,,hard_cutoff
85096,cat,enrooted,,hard_cutoff
85097,cat,driftingly,,hard_cutoff
85098,cat,blandishment,,hard_cutoff
85099,cat,habilitating,,hard_cutoff
85100,cat,gynecologic,,hard_cutoff
85101,cat,thermoregulated,,hard_cutoff
85102,cat,superfluity,,hard_cutoff
85103,cat,moneymaking,,hard_cutoff
85104,cat,perfunctoriness,,hard_cutoff
85105,cat,flavoury,,hard_cutoff
85106,cat,hyperinflated,,hard_cutoff
85107,cat,gunite,,hard_cutoff
85108,cat,heritor,,hard_cutoff
85109,cat,sumac,,hard_cutoff
85110,cat,overskirt,,hard_cutoff
85111,cat,isodose,,hard_cutoff
85112,cat,fortunetelling,,hard_cutoff
85113,cat,fluted,,hard_cutoff
85114,cat,homiletic,,hard_cutoff
85115,cat,viomycin,,hard_cutoff
85116,cat,dopaminergic,,hard_cutoff
85117,cat,revolute,,hard_cutoff
85118,cat,aforethought,,hard_cutoff
85119,cat,unaccustomedly,,hard_cutoff
85120,cat,threaten,,hard_cutoff
85121,cat,oneirically,,hard_cutoff
85122,cat,valveless,,hard_cutoff
85123,cat,revenued,,hard_cutoff
85124,cat,beweeping,,hard_cutoff
85125,cat,reeducated,,hard_cutoff
85126,cat,preinterviewed,,hard_cutoff
85127,cat,prickling,,hard_cutoff
85128,cat,saliency,,hard_cutoff
85129,cat,extrality,,hard_cutoff
85130,cat,spinally,,hard_cutoff
85131,cat,tariffing,,hard_cutoff
85132,cat,gratefully,,hard_cutoff
85133,cat,upstate,,hard_cutoff
85134,cat,nonlinguistic,,hard_cutoff
85135,cat,ridgeline,,hard_cutoff
85136,cat,semioticist,,hard_cutoff
85137,cat,goldenness,,hard_cutoff
85138,cat,nonacquisitive,,hard_cutoff
85139,cat,minuted,,hard_cutoff
85140,cat,humanistic,,hard_cutoff
85141,cat,undevout,,hard_cutoff
85142,cat,enthral,,hard_cutoff
85143,cat,rehire,,hard_cutoff
85144,cat,tectonic,,hard_cutoff
85145,cat,polygraphist,,hard_cutoff
85146,cat,suasion,,hard_cutoff
85147,cat,hydrochloride,,hard_cutoff
85148,cat,parathion,,hard_cutoff
85149,cat,principium,,hard_cutoff
85150,cat,triploid,,hard_cutoff
85151,cat,delicately,,hard_cutoff
85152,cat,quincentennial,,hard_cutoff
85153,cat,cramping,,hard_cutoff
85154,cat,debriding,,hard_cutoff
85155,cat,strangulating,,hard_cutoff
85156,cat,heroized,,hard_cutoff
85157,cat,queenside,,hard_cutoff
85158,cat,dizzier,,hard_cutoff
85159,cat,spongin,,hard_cutoff
85160,cat,environing,,hard_cutoff
85161,cat,kundalinis,,hard_cutoff
85162,cat,resowed,,hard_cutoff
85163,cat,precautioned,,hard_cutoff
85164,cat,skydiver,,hard_cutoff
85165,cat,morulae,,hard_cutoff
85166,cat,horsewomen,,hard_cutoff
85167,cat,ghastliest,,hard_cutoff
85168,cat,maligning,,hard_cutoff
85169,cat,cordelling,,hard_cutoff
85170,cat,repechage,,hard_cutoff
85171,cat,depletive,,hard_cutoff
85172,cat,reovirus,,hard_cutoff
85173,cat,palavering,,hard_cutoff
85174,cat,rebutter,,hard_cutoff
85175,cat,disqualify,,hard_cutoff
85176,cat,directionlessness,,hard_cutoff
85177,cat,mortice,,hard_cutoff
85178,cat,neoplasm,,hard_cutoff
85179,cat,backslapper,,hard_cutoff
85180,cat,unfitly,,hard_cutoff
85181,cat,inefficiently,,hard_cutoff
85182,cat,perfectionism,,hard_cutoff
85183,cat,reestimated,,hard_cutoff
85184,cat,foolishness,,hard_cutoff
85185,cat,acetylenic,,hard_cutoff
85186,cat,plunge,,hard_cutoff
85187,cat,nanosecond,,hard_cutoff
85188,cat,prologized,,hard_cutoff
85189,cat,forethoughtfully,,hard_cutoff
85190,cat,remanufactured,,hard_cutoff
85191,cat,walloping,,hard_cutoff
85192,cat,subcultured,,hard_cutoff
85193,cat,zinkify,,hard_cutoff
85194,cat,vinify,,hard_cutoff
85195,cat,reconnoiter,,hard_cutoff
85196,cat,halazone,,hard_cutoff
85197,cat,bottlenecking,,hard_cutoff
85198,cat,glimmering,,hard_cutoff
85199,cat,lensmen,,hard_cutoff
85200,cat,thoroughpin,,hard_cutoff
85201,cat,receptivity,,hard_cutoff
85202,cat,transportability,,hard_cutoff
85203,cat,inconsequent,,hard_cutoff
85204,cat,overdrew,,hard_cutoff
85205,cat,diastase,,hard_cutoff
85206,cat,outraised,,hard_cutoff
85207,cat,infanticidal,,hard_cutoff
85208,cat,ribbing,,hard_cutoff
85209,cat,refaced,,hard_cutoff
85210,cat,subleased,,hard_cutoff
85211,cat,gesticulation,,hard_cutoff
85212,cat,iodised,,hard_cutoff
85213,cat,enlist,,hard_cutoff
85214,cat,outrooting,,hard_cutoff
85215,cat,parricidal,,hard_cutoff
85216,cat,vituperative,,hard_cutoff
85217,cat,moiled,,hard_cutoff
85218,cat,brownout,,hard_cutoff
85219,cat,adnexal,,hard_cutoff
85220,cat,shakily,,hard_cutoff
85221,cat,banqueting,,hard_cutoff
85222,cat,pilosity,,hard_cutoff
85223,cat,fairground,,hard_cutoff
85224,cat,disintoxicating,,hard_cutoff
85225,cat,whelm,,hard_cutoff
85226,cat,transuranic,,hard_cutoff
85227,cat,holozoic,,hard_cutoff
85228,cat,orthodontia,,hard_cutoff
85229,cat,arborist,,hard_cutoff
85230,cat,overrunning,,hard_cutoff
85231,cat,pseudopodal,,hard_cutoff
85232,cat,unthawed,,hard_cutoff
85233,cat,rappeled,,hard_cutoff
85234,cat,overdirected,,hard_cutoff
85235,cat,unatoned,,hard_cutoff
85236,cat,homogamous,,hard_cutoff
85237,cat,turbaned,,hard_cutoff
85238,cat,abduce,,hard_cutoff
85239,cat,noncombustible,,hard_cutoff
85240,cat,unsusceptible,,hard_cutoff
85241,cat,overdosed,,hard_cutoff
85242,cat,disaccord,,hard_cutoff
85243,cat,repristinate,,hard_cutoff
85244,cat,hirsuteness,,hard_cutoff
85245,cat,absorbable,,hard_cutoff
85246,cat,mulcted,,hard_cutoff
85247,cat,contradictoriness,,hard_cutoff
85248,cat,admirability,,hard_cutoff
85249,cat,amphictyonic,,hard_cutoff
85250,cat,circumcenter,,hard_cutoff
85251,cat,revocable,,hard_cutoff
85252,cat,skeletally,,hard_cutoff
85253,cat,blanketflower,,hard_cutoff
85254,cat,elephantiasis,,hard_cutoff
85255,cat,nonutilitarian,,hard_cutoff
85256,cat,hopelessness,,hard_cutoff
85257,cat,parley,,hard_cutoff
85258,cat,acrasia,,hard_cutoff
85259,cat,nidify,,hard_cutoff
85260,cat,unholier,,hard_cutoff
85261,cat,tenableness,,hard_cutoff
85262,cat,hostelling,,hard_cutoff
85263,cat,ventriloquized,,hard_cutoff
85264,cat,consecutively,,hard_cutoff
85265,cat,salespeople,,hard_cutoff
85266,cat,thermalizing,,hard_cutoff
85267,cat,hosteling,,hard_cutoff
85268,cat,bronchium,,hard_cutoff
85269,cat,thyroidal,,hard_cutoff
85270,cat,pennate,,hard_cutoff
85271,cat,uppityness,,hard_cutoff
85272,cat,factorization,,hard_cutoff
85273,cat,garrulity,,hard_cutoff
85274,cat,melanosome,,hard_cutoff
85275,cat,ecotonal,,hard_cutoff
85276,cat,filigreed,,hard_cutoff
85277,cat,acknowledgedly,,hard_cutoff
85278,cat,aneurysm,,hard_cutoff
85279,cat,psychotherapy,,hard_cutoff
85280,cat,externalise,,hard_cutoff
85281,cat,rechargeable,,hard_cutoff
85282,cat,anovular,,hard_cutoff
85283,cat,outcharging,,hard_cutoff
85284,cat,valleculae,,hard_cutoff
85285,cat,welching,,hard_cutoff
85286,cat,pinkening,,hard_cutoff
85287,cat,binucleate,,hard_cutoff
85288,cat,santour,,hard_cutoff
85289,cat,sowed,,hard_cutoff
85290,cat,seedtime,,hard_cutoff
85291,cat,nephrectomy,,hard_cutoff
85292,cat,myrobalan,,hard_cutoff
85293,cat,anomalously,,hard_cutoff
85294,cat,symmetrized,,hard_cutoff
85295,cat,reeked,,hard_cutoff
85296,cat,overbuying,,hard_cutoff
85297,cat,extemporization,,hard_cutoff
85298,cat,inelastic,,hard_cutoff
85299,cat,arrestingly,,hard_cutoff
85300,cat,ultrafiltrate,,hard_cutoff
85301,cat,chromolithographic,,hard_cutoff
85302,cat,asphalted,,hard_cutoff
85303,cat,acoustical,,hard_cutoff
85304,cat,insupportable,,hard_cutoff
85305,cat,blunderbuss,,hard_cutoff
85306,cat,staminodium,,hard_cutoff
85307,cat,fluoroscopist,,hard_cutoff
85308,cat,conspiratorially,,hard_cutoff
85309,cat,halfheartedly,,hard_cutoff
85310,cat,unappealing,,hard_cutoff
85311,cat,presentenced,,hard_cutoff
85312,cat,racketing,,hard_cutoff
85313,cat,unchoreographed,,hard_cutoff
85314,cat,monogram,,hard_cutoff
85315,cat,particularising,,hard_cutoff
85316,cat,undershirted,,hard_cutoff
85317,cat,remission,,hard_cutoff
85318,cat,antiquing,,hard_cutoff
85319,cat,interchurch,,hard_cutoff
85320,cat,discomforting,,hard_cutoff
85321,cat,sleeted,,hard_cutoff
85322,cat,axoplasmic,,hard_cutoff
85323,cat,mightiness,,hard_cutoff
85324,cat,investable,,hard_cutoff
85325,cat,sportfishing,,hard_cutoff
85326,cat,assimilative,,hard_cutoff
85327,cat,antinovelist,,hard_cutoff
85328,cat,condolatory,,hard_cutoff
85329,cat,outsteering,,hard_cutoff
85330,cat,biocontrol,,hard_cutoff
85331,cat,abbatial,,hard_cutoff
85332,cat,reproach,,hard_cutoff
85333,cat,virosis,,hard_cutoff
85334,cat,wonderfulness,,hard_cutoff
85335,cat,schmaltzier,,hard_cutoff
85336,cat,uprooted,,hard_cutoff
85337,cat,professorially,,hard_cutoff
85338,cat,mutining,,hard_cutoff
85339,cat,inferiority,,hard_cutoff
85340,cat,waspishly,,hard_cutoff
85341,cat,boogermen,,hard_cutoff
85342,cat,strudel,,hard_cutoff
85343,cat,toolmaking,,hard_cutoff
85344,cat,dissertating,,hard_cutoff
85345,cat,prelusively,,hard_cutoff
85346,cat,papillomatous,,hard_cutoff
85347,cat,coalify,,hard_cutoff
85348,cat,atrazine,,hard_cutoff
85349,cat,perspicuousness,,hard_cutoff
85350,cat,intervened,,hard_cutoff
85351,cat,ordain,,hard_cutoff
85352,cat,distension,,hard_cutoff
85353,cat,quickened,,hard_cutoff
85354,cat,proletarian,,hard_cutoff
85355,cat,polyantha,,hard_cutoff
85356,cat,ineludible,,hard_cutoff
85357,cat,coordinateness,,hard_cutoff
85358,cat,undergirt,,hard_cutoff
85359,cat,novelistically,,hard_cutoff
85360,cat,reneged,,hard_cutoff
85361,cat,outbeam,,hard_cutoff
85362,cat,semitonally,,hard_cutoff
85363,cat,acceptableness,,hard_cutoff
85364,cat,metallize,,hard_cutoff
85365,cat,gargling,,hard_cutoff
85366,cat,locustal,,hard_cutoff
85367,cat,journalizing,,hard_cutoff
85368,cat,panoply,,hard_cutoff
85369,cat,denouncing,,hard_cutoff
85370,cat,fungicidal,,hard_cutoff
85371,cat,declaratory,,hard_cutoff
85372,cat,patination,,hard_cutoff
85373,cat,dishonorable,,hard_cutoff
85374,cat,chiliastic,,hard_cutoff
85375,cat,equivalency,,hard_cutoff
85376,cat,intercorporate,,hard_cutoff
85377,cat,hydrophilic,,hard_cutoff
85378,cat,undrape,,hard_cutoff
85379,cat,overstocking,,hard_cutoff
85380,cat,ecraseur,,hard_cutoff
85381,cat,holloware,,hard_cutoff
85382,cat,atrophic,,hard_cutoff
85383,cat,lavishing,,hard_cutoff
85384,cat,innocuous,,hard_cutoff
85385,cat,acidimetric,,hard_cutoff
85386,cat,steamiest,,hard_cutoff
85387,cat,paucity,,hard_cutoff
85388,cat,conspiring,,hard_cutoff
85389,cat,rubbling,,hard_cutoff
85390,cat,landscapist,,hard_cutoff
85391,cat,champleve,,hard_cutoff
85392,cat,deathsman,,hard_cutoff
85393,cat,digitoxin,,hard_cutoff
85394,cat,organizational,,hard_cutoff
85395,cat,hachured,,hard_cutoff
85396,cat,thankfullest,,hard_cutoff
85397,cat,lipolytic,,hard_cutoff
85398,cat,desulfured,,hard_cutoff
85399,cat,soothsay,,hard_cutoff
85400,cat,frivolous,,hard_cutoff
85401,cat,homonymy,,hard_cutoff
85402,cat,shantung,,hard_cutoff
85403,cat,monounsaturate,,hard_cutoff
85404,cat,deficiently,,hard_cutoff
85405,cat,byrled,,hard_cutoff
85406,cat,pastorate,,hard_cutoff
85407,cat,outranking,,hard_cutoff
85408,cat,emodin,,hard_cutoff
85409,cat,alencon,,hard_cutoff
